2025-02-06 23:36:12.153 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-06 23:36:12.156 | INFO     | __main__:main:138 - START producer...
2025-02-06 23:36:12.290 | INFO     | __main__:main:151 - Kafka producer connected to localhost:9092
2025-02-06 23:36:12.291 | INFO     | __main__:main:158 - {'message': 'I just loved an app! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-06 23:36:12', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-06 23:36:12.911 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved an app! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-06 23:36:12', 'category': 'other', 'sentiment': 0.54, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-06 23:36:17.915 | INFO     | __main__:main:158 - {'message': 'I just found a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-06 23:36:17', 'category': 'entertainment', 'sentiment': 0.94, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-06 23:36:17.917 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just found a movie! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-06 23:36:17', 'category': 'entertainment', 'sentiment': 0.94, 'keyword_mentioned': 'movie', 'message_length': 37}
2025-02-06 23:36:22.918 | INFO     | __main__:main:158 - {'message': 'I just tried recipe! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-06 23:36:22', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-02-06 23:36:22.920 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just tried recipe! It was weird.', 'author': 'Charlie', 'timestamp': '2025-02-06 23:36:22', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 34}
2025-02-06 23:36:27.921 | INFO     | __main__:main:158 - {'message': 'I just saw recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-06 23:36:27', 'category': 'food', 'sentiment': 0.91, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-02-06 23:36:27.925 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw recipe! It was exciting.', 'author': 'Alice', 'timestamp': '2025-02-06 23:36:27', 'category': 'food', 'sentiment': 0.91, 'keyword_mentioned': 'recipe', 'message_length': 35}
